brutal_segment_id,recording,segment_in_recording,segment_filename,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,samples_per_segment
3057,156_2b3_Pl_mc_AKGC417L.wav,1,156_2b3_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3058,156_2b3_Pl_mc_AKGC417L.wav,2,156_2b3_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3059,156_2b3_Pl_mc_AKGC417L.wav,3,156_2b3_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3060,156_2b3_Pl_mc_AKGC417L.wav,4,156_2b3_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3061,156_2b3_Pl_mc_AKGC417L.wav,5,156_2b3_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3062,156_2b3_Pl_mc_AKGC417L.wav,6,156_2b3_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3063,156_2b3_Pl_mc_AKGC417L.wav,7,156_2b3_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3064,156_2b3_Pl_mc_AKGC417L.wav,8,156_2b3_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3065,156_2b3_Pr_mc_AKGC417L.wav,1,156_2b3_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3066,156_2b3_Pr_mc_AKGC417L.wav,2,156_2b3_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3067,156_2b3_Pr_mc_AKGC417L.wav,3,156_2b3_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3068,156_2b3_Pr_mc_AKGC417L.wav,4,156_2b3_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3069,156_2b3_Pr_mc_AKGC417L.wav,5,156_2b3_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3070,156_2b3_Pr_mc_AKGC417L.wav,6,156_2b3_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3071,156_2b3_Pr_mc_AKGC417L.wav,7,156_2b3_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3072,156_2b3_Pr_mc_AKGC417L.wav,8,156_2b3_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3073,156_5b3_Al_mc_AKGC417L.wav,1,156_5b3_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3074,156_5b3_Al_mc_AKGC417L.wav,2,156_5b3_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3075,156_5b3_Al_mc_AKGC417L.wav,3,156_5b3_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3076,156_5b3_Al_mc_AKGC417L.wav,4,156_5b3_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3077,156_5b3_Al_mc_AKGC417L.wav,5,156_5b3_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3078,156_5b3_Al_mc_AKGC417L.wav,6,156_5b3_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3079,156_5b3_Al_mc_AKGC417L.wav,7,156_5b3_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3080,156_5b3_Al_mc_AKGC417L.wav,8,156_5b3_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3081,156_5b3_Ar_mc_AKGC417L.wav,1,156_5b3_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3082,156_5b3_Ar_mc_AKGC417L.wav,2,156_5b3_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3083,156_5b3_Ar_mc_AKGC417L.wav,3,156_5b3_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3084,156_5b3_Ar_mc_AKGC417L.wav,4,156_5b3_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3085,156_5b3_Ar_mc_AKGC417L.wav,5,156_5b3_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3086,156_5b3_Ar_mc_AKGC417L.wav,6,156_5b3_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3087,156_5b3_Ar_mc_AKGC417L.wav,7,156_5b3_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3088,156_5b3_Ar_mc_AKGC417L.wav,8,156_5b3_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3089,156_5b3_Ll_mc_AKGC417L.wav,1,156_5b3_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3090,156_5b3_Ll_mc_AKGC417L.wav,2,156_5b3_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3091,156_5b3_Ll_mc_AKGC417L.wav,3,156_5b3_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3092,156_5b3_Ll_mc_AKGC417L.wav,4,156_5b3_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3093,156_5b3_Ll_mc_AKGC417L.wav,5,156_5b3_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3094,156_5b3_Ll_mc_AKGC417L.wav,6,156_5b3_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3095,156_5b3_Ll_mc_AKGC417L.wav,7,156_5b3_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3096,156_5b3_Ll_mc_AKGC417L.wav,8,156_5b3_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3097,156_5b3_Lr_mc_AKGC417L.wav,1,156_5b3_Lr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3098,156_5b3_Lr_mc_AKGC417L.wav,2,156_5b3_Lr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3099,156_5b3_Lr_mc_AKGC417L.wav,3,156_5b3_Lr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3100,156_5b3_Lr_mc_AKGC417L.wav,4,156_5b3_Lr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3101,156_5b3_Lr_mc_AKGC417L.wav,5,156_5b3_Lr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3102,156_5b3_Lr_mc_AKGC417L.wav,6,156_5b3_Lr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3103,156_5b3_Lr_mc_AKGC417L.wav,7,156_5b3_Lr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3104,156_5b3_Lr_mc_AKGC417L.wav,8,156_5b3_Lr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3105,156_5b3_Pl_mc_AKGC417L.wav,1,156_5b3_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3106,156_5b3_Pl_mc_AKGC417L.wav,2,156_5b3_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3107,156_5b3_Pl_mc_AKGC417L.wav,3,156_5b3_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3108,156_5b3_Pl_mc_AKGC417L.wav,4,156_5b3_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3109,156_5b3_Pl_mc_AKGC417L.wav,5,156_5b3_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3110,156_5b3_Pl_mc_AKGC417L.wav,6,156_5b3_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3111,156_5b3_Pl_mc_AKGC417L.wav,7,156_5b3_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3112,156_5b3_Pl_mc_AKGC417L.wav,8,156_5b3_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3113,156_5b3_Pr_mc_AKGC417L.wav,1,156_5b3_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3114,156_5b3_Pr_mc_AKGC417L.wav,2,156_5b3_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3115,156_5b3_Pr_mc_AKGC417L.wav,3,156_5b3_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3116,156_5b3_Pr_mc_AKGC417L.wav,4,156_5b3_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3117,156_5b3_Pr_mc_AKGC417L.wav,5,156_5b3_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3118,156_5b3_Pr_mc_AKGC417L.wav,6,156_5b3_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3119,156_5b3_Pr_mc_AKGC417L.wav,7,156_5b3_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3120,156_5b3_Pr_mc_AKGC417L.wav,8,156_5b3_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3121,156_8b3_Al_mc_AKGC417L.wav,1,156_8b3_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3122,156_8b3_Al_mc_AKGC417L.wav,2,156_8b3_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3123,156_8b3_Al_mc_AKGC417L.wav,3,156_8b3_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3124,156_8b3_Al_mc_AKGC417L.wav,4,156_8b3_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3125,156_8b3_Al_mc_AKGC417L.wav,5,156_8b3_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3126,156_8b3_Al_mc_AKGC417L.wav,6,156_8b3_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3127,156_8b3_Al_mc_AKGC417L.wav,7,156_8b3_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3128,156_8b3_Al_mc_AKGC417L.wav,8,156_8b3_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3129,156_8b3_Ar_mc_AKGC417L.wav,1,156_8b3_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3130,156_8b3_Ar_mc_AKGC417L.wav,2,156_8b3_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3131,156_8b3_Ar_mc_AKGC417L.wav,3,156_8b3_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3132,156_8b3_Ar_mc_AKGC417L.wav,4,156_8b3_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3133,156_8b3_Ar_mc_AKGC417L.wav,5,156_8b3_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3134,156_8b3_Ar_mc_AKGC417L.wav,6,156_8b3_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3135,156_8b3_Ar_mc_AKGC417L.wav,7,156_8b3_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3136,156_8b3_Ar_mc_AKGC417L.wav,8,156_8b3_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3137,156_8b3_Ll_mc_AKGC417L.wav,1,156_8b3_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3138,156_8b3_Ll_mc_AKGC417L.wav,2,156_8b3_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3139,156_8b3_Ll_mc_AKGC417L.wav,3,156_8b3_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3140,156_8b3_Ll_mc_AKGC417L.wav,4,156_8b3_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3141,156_8b3_Ll_mc_AKGC417L.wav,5,156_8b3_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3142,156_8b3_Ll_mc_AKGC417L.wav,6,156_8b3_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3143,156_8b3_Ll_mc_AKGC417L.wav,7,156_8b3_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3144,156_8b3_Ll_mc_AKGC417L.wav,8,156_8b3_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3145,156_8b3_Lr_mc_AKGC417L.wav,1,156_8b3_Lr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3146,156_8b3_Lr_mc_AKGC417L.wav,2,156_8b3_Lr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3147,156_8b3_Lr_mc_AKGC417L.wav,3,156_8b3_Lr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3148,156_8b3_Lr_mc_AKGC417L.wav,4,156_8b3_Lr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3149,156_8b3_Lr_mc_AKGC417L.wav,5,156_8b3_Lr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3150,156_8b3_Lr_mc_AKGC417L.wav,6,156_8b3_Lr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3151,156_8b3_Lr_mc_AKGC417L.wav,7,156_8b3_Lr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3152,156_8b3_Lr_mc_AKGC417L.wav,8,156_8b3_Lr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3153,156_8b3_Pl_mc_AKGC417L.wav,1,156_8b3_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
3154,156_8b3_Pl_mc_AKGC417L.wav,2,156_8b3_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
3155,156_8b3_Pl_mc_AKGC417L.wav,3,156_8b3_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
3156,156_8b3_Pl_mc_AKGC417L.wav,4,156_8b3_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
3157,156_8b3_Pl_mc_AKGC417L.wav,5,156_8b3_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
3158,156_8b3_Pl_mc_AKGC417L.wav,6,156_8b3_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
3159,156_8b3_Pl_mc_AKGC417L.wav,7,156_8b3_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
3160,156_8b3_Pl_mc_AKGC417L.wav,8,156_8b3_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
3161,157_1b1_Al_sc_Meditron.wav,1,157_1b1_Al_sc_Meditron_seg_1.wav,0,10000,0.0,2.5,2.5,4000,10000
3162,157_1b1_Al_sc_Meditron.wav,2,157_1b1_Al_sc_Meditron_seg_2.wav,10000,20000,2.5,5.0,2.5,4000,10000
3163,157_1b1_Al_sc_Meditron.wav,3,157_1b1_Al_sc_Meditron_seg_3.wav,20000,30000,5.0,7.5,2.5,4000,10000
3164,157_1b1_Al_sc_Meditron.wav,4,157_1b1_Al_sc_Meditron_seg_4.wav,30000,40000,7.5,10.0,2.5,4000,10000
3165,157_1b1_Al_sc_Meditron.wav,5,157_1b1_Al_sc_Meditron_seg_5.wav,40000,50000,10.0,12.5,2.5,4000,10000
3166,157_1b1_Al_sc_Meditron.wav,6,157_1b1_Al_sc_Meditron_seg_6.wav,50000,60000,12.5,15.0,2.5,4000,10000
3167,157_1b1_Al_sc_Meditron.wav,7,157_1b1_Al_sc_Meditron_seg_7.wav,60000,70000,15.0,17.5,2.5,4000,10000
3168,157_1b1_Al_sc_Meditron.wav,8,157_1b1_Al_sc_Meditron_seg_8.wav,70000,80000,17.5,20.0,2.5,4000,10000
3169,157_1b1_Al_sc_Meditron.wav,9,157_1b1_Al_sc_Meditron_seg_9.wav,80000,90000,20.0,22.5,2.5,4000,10000
3170,157_1b1_Al_sc_Meditron.wav,10,157_1b1_Al_sc_Meditron_seg_10.wav,90000,100000,22.5,25.0,2.5,4000,10000
3171,157_1b1_Al_sc_Meditron.wav,11,157_1b1_Al_sc_Meditron_seg_11.wav,100000,110000,25.0,27.5,2.5,4000,10000
3172,157_1b1_Al_sc_Meditron.wav,12,157_1b1_Al_sc_Meditron_seg_12.wav,110000,120000,27.5,30.0,2.5,4000,10000
3173,157_1b1_Al_sc_Meditron.wav,13,157_1b1_Al_sc_Meditron_seg_13.wav,120000,130000,30.0,32.5,2.5,4000,10000
3174,157_1b1_Al_sc_Meditron.wav,14,157_1b1_Al_sc_Meditron_seg_14.wav,130000,140000,32.5,35.0,2.5,4000,10000
3175,157_1b1_Al_sc_Meditron.wav,15,157_1b1_Al_sc_Meditron_seg_15.wav,140000,150000,35.0,37.5,2.5,4000,10000
3176,157_1b1_Al_sc_Meditron.wav,16,157_1b1_Al_sc_Meditron_seg_16.wav,150000,160000,37.5,40.0,2.5,4000,10000
3177,157_1b1_Al_sc_Meditron.wav,17,157_1b1_Al_sc_Meditron_seg_17.wav,160000,170000,40.0,42.5,2.5,4000,10000
3178,157_1b1_Al_sc_Meditron.wav,18,157_1b1_Al_sc_Meditron_seg_18.wav,170000,180000,42.5,45.0,2.5,4000,10000
3179,157_1b1_Al_sc_Meditron.wav,19,157_1b1_Al_sc_Meditron_seg_19.wav,180000,190000,45.0,47.5,2.5,4000,10000
3180,157_1b1_Al_sc_Meditron.wav,20,157_1b1_Al_sc_Meditron_seg_20.wav,190000,200000,47.5,50.0,2.5,4000,10000
3181,157_1b1_Al_sc_Meditron.wav,21,157_1b1_Al_sc_Meditron_seg_21.wav,200000,210000,50.0,52.5,2.5,4000,10000
3182,157_1b1_Al_sc_Meditron.wav,22,157_1b1_Al_sc_Meditron_seg_22.wav,210000,220000,52.5,55.0,2.5,4000,10000
3183,157_1b1_Al_sc_Meditron.wav,23,157_1b1_Al_sc_Meditron_seg_23.wav,220000,230000,55.0,57.5,2.5,4000,10000
3184,157_1b1_Al_sc_Meditron.wav,24,157_1b1_Al_sc_Meditron_seg_24.wav,230000,240000,57.5,60.0,2.5,4000,10000
3185,157_1b1_Al_sc_Meditron.wav,25,157_1b1_Al_sc_Meditron_seg_25.wav,240000,250000,60.0,62.5,2.5,4000,10000
3186,157_1b1_Al_sc_Meditron.wav,26,157_1b1_Al_sc_Meditron_seg_26.wav,250000,260000,62.5,65.0,2.5,4000,10000
3187,157_1b1_Ar_sc_Meditron.wav,1,157_1b1_Ar_sc_Meditron_seg_1.wav,0,10000,0.0,2.5,2.5,4000,10000
3188,157_1b1_Ar_sc_Meditron.wav,2,157_1b1_Ar_sc_Meditron_seg_2.wav,10000,20000,2.5,5.0,2.5,4000,10000
3189,157_1b1_Ar_sc_Meditron.wav,3,157_1b1_Ar_sc_Meditron_seg_3.wav,20000,30000,5.0,7.5,2.5,4000,10000
3190,157_1b1_Ar_sc_Meditron.wav,4,157_1b1_Ar_sc_Meditron_seg_4.wav,30000,40000,7.5,10.0,2.5,4000,10000
3191,157_1b1_Ar_sc_Meditron.wav,5,157_1b1_Ar_sc_Meditron_seg_5.wav,40000,50000,10.0,12.5,2.5,4000,10000
3192,157_1b1_Ar_sc_Meditron.wav,6,157_1b1_Ar_sc_Meditron_seg_6.wav,50000,60000,12.5,15.0,2.5,4000,10000
3193,157_1b1_Ar_sc_Meditron.wav,7,157_1b1_Ar_sc_Meditron_seg_7.wav,60000,70000,15.0,17.5,2.5,4000,10000
3194,157_1b1_Ar_sc_Meditron.wav,8,157_1b1_Ar_sc_Meditron_seg_8.wav,70000,80000,17.5,20.0,2.5,4000,10000
3195,157_1b1_Ar_sc_Meditron.wav,9,157_1b1_Ar_sc_Meditron_seg_9.wav,80000,90000,20.0,22.5,2.5,4000,10000
3196,157_1b1_Ar_sc_Meditron.wav,10,157_1b1_Ar_sc_Meditron_seg_10.wav,90000,100000,22.5,25.0,2.5,4000,10000
3197,157_1b1_Ar_sc_Meditron.wav,11,157_1b1_Ar_sc_Meditron_seg_11.wav,100000,110000,25.0,27.5,2.5,4000,10000
3198,157_1b1_Ar_sc_Meditron.wav,12,157_1b1_Ar_sc_Meditron_seg_12.wav,110000,120000,27.5,30.0,2.5,4000,10000
3199,157_1b1_Ar_sc_Meditron.wav,13,157_1b1_Ar_sc_Meditron_seg_13.wav,120000,130000,30.0,32.5,2.5,4000,10000
3200,157_1b1_Ar_sc_Meditron.wav,14,157_1b1_Ar_sc_Meditron_seg_14.wav,130000,140000,32.5,35.0,2.5,4000,10000
3201,157_1b1_Ar_sc_Meditron.wav,15,157_1b1_Ar_sc_Meditron_seg_15.wav,140000,150000,35.0,37.5,2.5,4000,10000
3202,157_1b1_Ar_sc_Meditron.wav,16,157_1b1_Ar_sc_Meditron_seg_16.wav,150000,160000,37.5,40.0,2.5,4000,10000
3203,157_1b1_Ar_sc_Meditron.wav,17,157_1b1_Ar_sc_Meditron_seg_17.wav,160000,170000,40.0,42.5,2.5,4000,10000
3204,157_1b1_Ar_sc_Meditron.wav,18,157_1b1_Ar_sc_Meditron_seg_18.wav,170000,180000,42.5,45.0,2.5,4000,10000
3205,157_1b1_Ar_sc_Meditron.wav,19,157_1b1_Ar_sc_Meditron_seg_19.wav,180000,190000,45.0,47.5,2.5,4000,10000
3206,157_1b1_Ar_sc_Meditron.wav,20,157_1b1_Ar_sc_Meditron_seg_20.wav,190000,200000,47.5,50.0,2.5,4000,10000
3207,157_1b1_Ar_sc_Meditron.wav,21,157_1b1_Ar_sc_Meditron_seg_21.wav,200000,210000,50.0,52.5,2.5,4000,10000
3208,157_1b1_Ar_sc_Meditron.wav,22,157_1b1_Ar_sc_Meditron_seg_22.wav,210000,220000,52.5,55.0,2.5,4000,10000
3209,157_1b1_Ar_sc_Meditron.wav,23,157_1b1_Ar_sc_Meditron_seg_23.wav,220000,230000,55.0,57.5,2.5,4000,10000
3210,157_1b1_Ar_sc_Meditron.wav,24,157_1b1_Ar_sc_Meditron_seg_24.wav,230000,240000,57.5,60.0,2.5,4000,10000
3211,157_1b1_Ar_sc_Meditron.wav,25,157_1b1_Ar_sc_Meditron_seg_25.wav,240000,250000,60.0,62.5,2.5,4000,10000
3212,157_1b1_Ar_sc_Meditron.wav,26,157_1b1_Ar_sc_Meditron_seg_26.wav,250000,260000,62.5,65.0,2.5,4000,10000
3213,157_1b1_Lr_sc_Meditron.wav,1,157_1b1_Lr_sc_Meditron_seg_1.wav,0,10000,0.0,2.5,2.5,4000,10000
3214,157_1b1_Lr_sc_Meditron.wav,2,157_1b1_Lr_sc_Meditron_seg_2.wav,10000,20000,2.5,5.0,2.5,4000,10000
3215,157_1b1_Lr_sc_Meditron.wav,3,157_1b1_Lr_sc_Meditron_seg_3.wav,20000,30000,5.0,7.5,2.5,4000,10000
3216,157_1b1_Lr_sc_Meditron.wav,4,157_1b1_Lr_sc_Meditron_seg_4.wav,30000,40000,7.5,10.0,2.5,4000,10000
3217,157_1b1_Lr_sc_Meditron.wav,5,157_1b1_Lr_sc_Meditron_seg_5.wav,40000,50000,10.0,12.5,2.5,4000,10000
3218,157_1b1_Lr_sc_Meditron.wav,6,157_1b1_Lr_sc_Meditron_seg_6.wav,50000,60000,12.5,15.0,2.5,4000,10000
3219,157_1b1_Lr_sc_Meditron.wav,7,157_1b1_Lr_sc_Meditron_seg_7.wav,60000,70000,15.0,17.5,2.5,4000,10000
3220,157_1b1_Lr_sc_Meditron.wav,8,157_1b1_Lr_sc_Meditron_seg_8.wav,70000,80000,17.5,20.0,2.5,4000,10000
3221,157_1b1_Lr_sc_Meditron.wav,9,157_1b1_Lr_sc_Meditron_seg_9.wav,80000,90000,20.0,22.5,2.5,4000,10000
3222,157_1b1_Lr_sc_Meditron.wav,10,157_1b1_Lr_sc_Meditron_seg_10.wav,90000,100000,22.5,25.0,2.5,4000,10000
3223,157_1b1_Lr_sc_Meditron.wav,11,157_1b1_Lr_sc_Meditron_seg_11.wav,100000,110000,25.0,27.5,2.5,4000,10000
3224,157_1b1_Lr_sc_Meditron.wav,12,157_1b1_Lr_sc_Meditron_seg_12.wav,110000,120000,27.5,30.0,2.5,4000,10000
3225,157_1b1_Lr_sc_Meditron.wav,13,157_1b1_Lr_sc_Meditron_seg_13.wav,120000,130000,30.0,32.5,2.5,4000,10000
3226,157_1b1_Lr_sc_Meditron.wav,14,157_1b1_Lr_sc_Meditron_seg_14.wav,130000,140000,32.5,35.0,2.5,4000,10000
3227,157_1b1_Lr_sc_Meditron.wav,15,157_1b1_Lr_sc_Meditron_seg_15.wav,140000,150000,35.0,37.5,2.5,4000,10000
3228,157_1b1_Lr_sc_Meditron.wav,16,157_1b1_Lr_sc_Meditron_seg_16.wav,150000,160000,37.5,40.0,2.5,4000,10000
3229,157_1b1_Lr_sc_Meditron.wav,17,157_1b1_Lr_sc_Meditron_seg_17.wav,160000,170000,40.0,42.5,2.5,4000,10000
3230,157_1b1_Lr_sc_Meditron.wav,18,157_1b1_Lr_sc_Meditron_seg_18.wav,170000,180000,42.5,45.0,2.5,4000,10000
3231,157_1b1_Lr_sc_Meditron.wav,19,157_1b1_Lr_sc_Meditron_seg_19.wav,180000,190000,45.0,47.5,2.5,4000,10000
3232,157_1b1_Lr_sc_Meditron.wav,20,157_1b1_Lr_sc_Meditron_seg_20.wav,190000,200000,47.5,50.0,2.5,4000,10000
3233,157_1b1_Lr_sc_Meditron.wav,21,157_1b1_Lr_sc_Meditron_seg_21.wav,200000,210000,50.0,52.5,2.5,4000,10000
3234,157_1b1_Lr_sc_Meditron.wav,22,157_1b1_Lr_sc_Meditron_seg_22.wav,210000,220000,52.5,55.0,2.5,4000,10000
3235,157_1b1_Lr_sc_Meditron.wav,23,157_1b1_Lr_sc_Meditron_seg_23.wav,220000,230000,55.0,57.5,2.5,4000,10000
