cycle_id,recording,cycle_in_recording,cycle_filename,peak_frame,peak_time_s,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,frame_ms,hop_ms,centroid_threshold,peak_centroid_value
7318,172_1b5_Pl_mc_AKGC417L.wav,8,172_1b5_Pl_mc_AKGC417L_cycle_8.wav,1219,12.19,502299,612549,11.39,13.89,2.5,44100,25.0,10.0,1528.84,2217.66
7319,172_1b5_Pl_mc_AKGC417L.wav,9,172_1b5_Pl_mc_AKGC417L_cycle_9.wav,1371,13.71,569331,679581,12.91,15.41,2.5,44100,25.0,10.0,1528.84,3947.6
7320,172_1b5_Pl_mc_AKGC417L.wav,10,172_1b5_Pl_mc_AKGC417L_cycle_10.wav,1572,15.72,657972,768222,14.92,17.42,2.5,44100,25.0,10.0,1528.84,2903.5
7321,172_1b5_Pl_mc_AKGC417L.wav,11,172_1b5_Pl_mc_AKGC417L_cycle_11.wav,1680,16.8,705600,815850,16.0,18.5,2.5,44100,25.0,10.0,1528.84,3661.76
7322,172_1b5_Pl_mc_AKGC417L.wav,12,172_1b5_Pl_mc_AKGC417L_cycle_12.wav,1807,18.07,761607,871857,17.27,19.77,2.5,44100,25.0,10.0,1528.84,3828.14
7323,172_1b5_Pr_mc_AKGC417L.wav,1,172_1b5_Pr_mc_AKGC417L_cycle_1.wav,228,2.28,65268,175518,1.48,3.98,2.5,44100,25.0,10.0,2319.75,3775.61
7324,172_1b5_Pr_mc_AKGC417L.wav,2,172_1b5_Pr_mc_AKGC417L_cycle_2.wav,360,3.6,123480,233730,2.8,5.3,2.5,44100,25.0,10.0,2319.75,3930.01
7325,172_1b5_Pr_mc_AKGC417L.wav,3,172_1b5_Pr_mc_AKGC417L_cycle_3.wav,462,4.62,168462,278712,3.82,6.32,2.5,44100,25.0,10.0,2319.75,3950.95
7326,172_1b5_Pr_mc_AKGC417L.wav,4,172_1b5_Pr_mc_AKGC417L_cycle_4.wav,587,5.87,223587,333837,5.07,7.57,2.5,44100,25.0,10.0,2319.75,3466.62
7327,172_1b5_Pr_mc_AKGC417L.wav,5,172_1b5_Pr_mc_AKGC417L_cycle_5.wav,692,6.92,269892,380142,6.12,8.62,2.5,44100,25.0,10.0,2319.75,3304.61
7328,172_1b5_Pr_mc_AKGC417L.wav,6,172_1b5_Pr_mc_AKGC417L_cycle_6.wav,892,8.92,358092,468342,8.12,10.62,2.5,44100,25.0,10.0,2319.75,3832.33
7329,172_1b5_Pr_mc_AKGC417L.wav,7,172_1b5_Pr_mc_AKGC417L_cycle_7.wav,1027,10.27,417627,527877,9.47,11.97,2.5,44100,25.0,10.0,2319.75,3078.54
7330,172_1b5_Pr_mc_AKGC417L.wav,8,172_1b5_Pr_mc_AKGC417L_cycle_8.wav,1131,11.31,463491,573741,10.51,13.01,2.5,44100,25.0,10.0,2319.75,4000.19
7331,172_1b5_Pr_mc_AKGC417L.wav,9,172_1b5_Pr_mc_AKGC417L_cycle_9.wav,1281,12.81,529641,639891,12.01,14.51,2.5,44100,25.0,10.0,2319.75,3890.56
7332,172_1b5_Pr_mc_AKGC417L.wav,10,172_1b5_Pr_mc_AKGC417L_cycle_10.wav,1394,13.94,579474,689724,13.14,15.64,2.5,44100,25.0,10.0,2319.75,2956.96
7333,172_1b5_Pr_mc_AKGC417L.wav,11,172_1b5_Pr_mc_AKGC417L_cycle_11.wav,1498,14.98,625338,735588,14.18,16.68,2.5,44100,25.0,10.0,2319.75,4153.35
7334,172_1b5_Pr_mc_AKGC417L.wav,12,172_1b5_Pr_mc_AKGC417L_cycle_12.wav,1653,16.53,693693,803943,15.73,18.23,2.5,44100,25.0,10.0,2319.75,2893.89
7335,172_1b5_Pr_mc_AKGC417L.wav,13,172_1b5_Pr_mc_AKGC417L_cycle_13.wav,1755,17.55,738675,848925,16.75,19.25,2.5,44100,25.0,10.0,2319.75,4037.46
7336,172_1b5_Tc_mc_AKGC417L.wav,1,172_1b5_Tc_mc_AKGC417L_cycle_1.wav,209,2.09,56889,167139,1.29,3.79,2.5,44100,25.0,10.0,685.4,998.68
7337,172_1b5_Tc_mc_AKGC417L.wav,2,172_1b5_Tc_mc_AKGC417L_cycle_2.wav,315,3.15,103635,213885,2.35,4.85,2.5,44100,25.0,10.0,685.4,1109.24
7338,172_1b5_Tc_mc_AKGC417L.wav,3,172_1b5_Tc_mc_AKGC417L_cycle_3.wav,502,5.02,186102,296352,4.22,6.72,2.5,44100,25.0,10.0,685.4,2421.01
7339,172_1b5_Tc_mc_AKGC417L.wav,4,172_1b5_Tc_mc_AKGC417L_cycle_4.wav,678,6.78,263718,373968,5.98,8.48,2.5,44100,25.0,10.0,685.4,1189.89
7340,172_1b5_Tc_mc_AKGC417L.wav,5,172_1b5_Tc_mc_AKGC417L_cycle_5.wav,798,7.98,316638,426888,7.18,9.68,2.5,44100,25.0,10.0,685.4,2523.74
7341,172_1b5_Tc_mc_AKGC417L.wav,6,172_1b5_Tc_mc_AKGC417L_cycle_6.wav,954,9.54,385434,495684,8.74,11.24,2.5,44100,25.0,10.0,685.4,1479.91
7342,172_1b5_Tc_mc_AKGC417L.wav,7,172_1b5_Tc_mc_AKGC417L_cycle_7.wav,1072,10.72,437472,547722,9.92,12.42,2.5,44100,25.0,10.0,685.4,1478.3
7343,172_1b5_Tc_mc_AKGC417L.wav,8,172_1b5_Tc_mc_AKGC417L_cycle_8.wav,1210,12.1,498330,608580,11.3,13.8,2.5,44100,25.0,10.0,685.4,1003.63
7344,172_1b5_Tc_mc_AKGC417L.wav,9,172_1b5_Tc_mc_AKGC417L_cycle_9.wav,1353,13.53,561393,671643,12.73,15.23,2.5,44100,25.0,10.0,685.4,1401.43
7345,172_1b5_Tc_mc_AKGC417L.wav,10,172_1b5_Tc_mc_AKGC417L_cycle_10.wav,1475,14.75,615195,725445,13.95,16.45,2.5,44100,25.0,10.0,685.4,955.07
7346,172_1b5_Tc_mc_AKGC417L.wav,11,172_1b5_Tc_mc_AKGC417L_cycle_11.wav,1579,15.79,661059,771309,14.99,17.49,2.5,44100,25.0,10.0,685.4,3817.93
7347,172_1b5_Tc_mc_AKGC417L.wav,12,172_1b5_Tc_mc_AKGC417L_cycle_12.wav,1704,17.04,716184,826434,16.24,18.74,2.5,44100,25.0,10.0,685.4,1127.88
7348,172_1b5_Tc_mc_AKGC417L.wav,13,172_1b5_Tc_mc_AKGC417L_cycle_13.wav,1820,18.2,767340,877590,17.4,19.9,2.5,44100,25.0,10.0,685.4,1164.59
7349,172_2b5_Al_mc_AKGC417L.wav,1,172_2b5_Al_mc_AKGC417L_cycle_1.wav,145,1.45,28665,138915,0.65,3.15,2.5,44100,25.0,10.0,789.0,1532.89
7350,172_2b5_Al_mc_AKGC417L.wav,2,172_2b5_Al_mc_AKGC417L_cycle_2.wav,248,2.48,74088,184338,1.68,4.18,2.5,44100,25.0,10.0,789.0,1549.33
7351,172_2b5_Al_mc_AKGC417L.wav,3,172_2b5_Al_mc_AKGC417L_cycle_3.wav,366,3.66,126126,236376,2.86,5.36,2.5,44100,25.0,10.0,789.0,1930.36
7352,172_2b5_Al_mc_AKGC417L.wav,4,172_2b5_Al_mc_AKGC417L_cycle_4.wav,557,5.57,210357,320607,4.77,7.27,2.5,44100,25.0,10.0,789.0,1657.58
7353,172_2b5_Al_mc_AKGC417L.wav,5,172_2b5_Al_mc_AKGC417L_cycle_5.wav,724,7.24,284004,394254,6.44,8.94,2.5,44100,25.0,10.0,789.0,1715.84
7354,172_2b5_Al_mc_AKGC417L.wav,6,172_2b5_Al_mc_AKGC417L_cycle_6.wav,844,8.44,336924,447174,7.64,10.14,2.5,44100,25.0,10.0,789.0,1279.21
7355,172_2b5_Al_mc_AKGC417L.wav,7,172_2b5_Al_mc_AKGC417L_cycle_7.wav,946,9.46,381906,492156,8.66,11.16,2.5,44100,25.0,10.0,789.0,2245.84
7356,172_2b5_Al_mc_AKGC417L.wav,8,172_2b5_Al_mc_AKGC417L_cycle_8.wav,1061,10.61,432621,542871,9.81,12.31,2.5,44100,25.0,10.0,789.0,1412.22
7357,172_2b5_Al_mc_AKGC417L.wav,9,172_2b5_Al_mc_AKGC417L_cycle_9.wav,1236,12.36,509796,620046,11.56,14.06,2.5,44100,25.0,10.0,789.0,1655.82
7358,172_2b5_Al_mc_AKGC417L.wav,10,172_2b5_Al_mc_AKGC417L_cycle_10.wav,1457,14.57,607257,717507,13.77,16.27,2.5,44100,25.0,10.0,789.0,1944.59
7359,172_2b5_Al_mc_AKGC417L.wav,11,172_2b5_Al_mc_AKGC417L_cycle_11.wav,1640,16.4,687960,798210,15.6,18.1,2.5,44100,25.0,10.0,789.0,1626.23
7360,172_2b5_Al_mc_AKGC417L.wav,12,172_2b5_Al_mc_AKGC417L_cycle_12.wav,1744,17.44,733824,844074,16.64,19.14,2.5,44100,25.0,10.0,789.0,3709.87
7361,172_2b5_Ar_mc_AKGC417L.wav,1,172_2b5_Ar_mc_AKGC417L_cycle_1.wav,109,1.09,12789,123039,0.29,2.79,2.5,44100,25.0,10.0,952.64,2695.95
7362,172_2b5_Ar_mc_AKGC417L.wav,2,172_2b5_Ar_mc_AKGC417L_cycle_2.wav,293,2.93,93933,204183,2.13,4.63,2.5,44100,25.0,10.0,952.64,2524.53
7363,172_2b5_Ar_mc_AKGC417L.wav,3,172_2b5_Ar_mc_AKGC417L_cycle_3.wav,431,4.31,154791,265041,3.51,6.01,2.5,44100,25.0,10.0,952.64,1705.53
7364,172_2b5_Ar_mc_AKGC417L.wav,4,172_2b5_Ar_mc_AKGC417L_cycle_4.wav,594,5.94,226674,336924,5.14,7.64,2.5,44100,25.0,10.0,952.64,2381.66
7365,172_2b5_Ar_mc_AKGC417L.wav,5,172_2b5_Ar_mc_AKGC417L_cycle_5.wav,752,7.52,296352,406602,6.72,9.22,2.5,44100,25.0,10.0,952.64,2205.53
7366,172_2b5_Ar_mc_AKGC417L.wav,6,172_2b5_Ar_mc_AKGC417L_cycle_6.wav,855,8.55,341775,452025,7.75,10.25,2.5,44100,25.0,10.0,952.64,2554.56
7367,172_2b5_Ar_mc_AKGC417L.wav,7,172_2b5_Ar_mc_AKGC417L_cycle_7.wav,1032,10.32,419832,530082,9.52,12.02,2.5,44100,25.0,10.0,952.64,2210.41
7368,172_2b5_Ar_mc_AKGC417L.wav,8,172_2b5_Ar_mc_AKGC417L_cycle_8.wav,1151,11.51,472311,582561,10.71,13.21,2.5,44100,25.0,10.0,952.64,2284.6
7369,172_2b5_Ar_mc_AKGC417L.wav,9,172_2b5_Ar_mc_AKGC417L_cycle_9.wav,1262,12.62,521262,631512,11.82,14.32,2.5,44100,25.0,10.0,952.64,2193.47
7370,172_2b5_Ar_mc_AKGC417L.wav,10,172_2b5_Ar_mc_AKGC417L_cycle_10.wav,1387,13.87,576387,686637,13.07,15.57,2.5,44100,25.0,10.0,952.64,2023.73
7371,172_2b5_Ar_mc_AKGC417L.wav,11,172_2b5_Ar_mc_AKGC417L_cycle_11.wav,1532,15.32,640332,750582,14.52,17.02,2.5,44100,25.0,10.0,952.64,2606.71
7372,172_2b5_Ar_mc_AKGC417L.wav,12,172_2b5_Ar_mc_AKGC417L_cycle_12.wav,1647,16.47,691047,801297,15.67,18.17,2.5,44100,25.0,10.0,952.64,1668.72
7373,172_2b5_Ar_mc_AKGC417L.wav,13,172_2b5_Ar_mc_AKGC417L_cycle_13.wav,1801,18.01,758961,869211,17.21,19.71,2.5,44100,25.0,10.0,952.64,1531.43
7374,172_2b5_Lr_mc_AKGC417L.wav,1,172_2b5_Lr_mc_AKGC417L_cycle_1.wav,183,1.83,45423,155673,1.03,3.53,2.5,44100,25.0,10.0,422.54,1504.13
7375,172_2b5_Lr_mc_AKGC417L.wav,2,172_2b5_Lr_mc_AKGC417L_cycle_2.wav,354,3.54,120834,231084,2.74,5.24,2.5,44100,25.0,10.0,422.54,2479.58
7376,172_2b5_Lr_mc_AKGC417L.wav,3,172_2b5_Lr_mc_AKGC417L_cycle_3.wav,467,4.67,170667,280917,3.87,6.37,2.5,44100,25.0,10.0,422.54,1694.77
7377,172_2b5_Lr_mc_AKGC417L.wav,4,172_2b5_Lr_mc_AKGC417L_cycle_4.wav,589,5.89,224469,334719,5.09,7.59,2.5,44100,25.0,10.0,422.54,728.98
7378,172_2b5_Lr_mc_AKGC417L.wav,5,172_2b5_Lr_mc_AKGC417L_cycle_5.wav,716,7.16,280476,390726,6.36,8.86,2.5,44100,25.0,10.0,422.54,1219.79
7379,172_2b5_Lr_mc_AKGC417L.wav,6,172_2b5_Lr_mc_AKGC417L_cycle_6.wav,824,8.24,328104,438354,7.44,9.94,2.5,44100,25.0,10.0,422.54,763.31
7380,172_2b5_Lr_mc_AKGC417L.wav,7,172_2b5_Lr_mc_AKGC417L_cycle_7.wav,940,9.4,379260,489510,8.6,11.1,2.5,44100,25.0,10.0,422.54,1877.85
7381,172_2b5_Lr_mc_AKGC417L.wav,8,172_2b5_Lr_mc_AKGC417L_cycle_8.wav,1128,11.28,462168,572418,10.48,12.98,2.5,44100,25.0,10.0,422.54,1750.8
7382,172_2b5_Lr_mc_AKGC417L.wav,9,172_2b5_Lr_mc_AKGC417L_cycle_9.wav,1291,12.91,534051,644301,12.11,14.61,2.5,44100,25.0,10.0,422.54,1299.05
7383,172_2b5_Lr_mc_AKGC417L.wav,10,172_2b5_Lr_mc_AKGC417L_cycle_10.wav,1416,14.16,589176,699426,13.36,15.86,2.5,44100,25.0,10.0,422.54,1644.84
7384,172_2b5_Lr_mc_AKGC417L.wav,11,172_2b5_Lr_mc_AKGC417L_cycle_11.wav,1527,15.27,638127,748377,14.47,16.97,2.5,44100,25.0,10.0,422.54,540.85
7385,172_2b5_Lr_mc_AKGC417L.wav,12,172_2b5_Lr_mc_AKGC417L_cycle_12.wav,1635,16.35,685755,796005,15.55,18.05,2.5,44100,25.0,10.0,422.54,2093.83
7386,172_2b5_Lr_mc_AKGC417L.wav,13,172_2b5_Lr_mc_AKGC417L_cycle_13.wav,1774,17.74,747054,857304,16.94,19.44,2.5,44100,25.0,10.0,422.54,1373.88
7387,172_2b5_Pl_mc_AKGC417L.wav,1,172_2b5_Pl_mc_AKGC417L_cycle_1.wav,164,1.64,37044,147294,0.84,3.34,2.5,44100,25.0,10.0,1315.99,3744.3
7388,172_2b5_Pl_mc_AKGC417L.wav,2,172_2b5_Pl_mc_AKGC417L_cycle_2.wav,354,3.54,120834,231084,2.74,5.24,2.5,44100,25.0,10.0,1315.99,3502.05
7389,172_2b5_Pl_mc_AKGC417L.wav,3,172_2b5_Pl_mc_AKGC417L_cycle_3.wav,502,5.02,186102,296352,4.22,6.72,2.5,44100,25.0,10.0,1315.99,3069.23
7390,172_2b5_Pl_mc_AKGC417L.wav,4,172_2b5_Pl_mc_AKGC417L_cycle_4.wav,654,6.54,253134,363384,5.74,8.24,2.5,44100,25.0,10.0,1315.99,2966.15
7391,172_2b5_Pl_mc_AKGC417L.wav,5,172_2b5_Pl_mc_AKGC417L_cycle_5.wav,845,8.45,337365,447615,7.65,10.15,2.5,44100,25.0,10.0,1315.99,2933.13
7392,172_2b5_Pl_mc_AKGC417L.wav,6,172_2b5_Pl_mc_AKGC417L_cycle_6.wav,1013,10.13,411453,521703,9.33,11.83,2.5,44100,25.0,10.0,1315.99,3636.24
7393,172_2b5_Pl_mc_AKGC417L.wav,7,172_2b5_Pl_mc_AKGC417L_cycle_7.wav,1135,11.35,465255,575505,10.55,13.05,2.5,44100,25.0,10.0,1315.99,2256.95
7394,172_2b5_Pl_mc_AKGC417L.wav,8,172_2b5_Pl_mc_AKGC417L_cycle_8.wav,1259,12.59,519939,630189,11.79,14.29,2.5,44100,25.0,10.0,1315.99,2435.43
7395,172_2b5_Pl_mc_AKGC417L.wav,9,172_2b5_Pl_mc_AKGC417L_cycle_9.wav,1396,13.96,580356,690606,13.16,15.66,2.5,44100,25.0,10.0,1315.99,2111.24
7396,172_2b5_Pl_mc_AKGC417L.wav,10,172_2b5_Pl_mc_AKGC417L_cycle_10.wav,1538,15.38,642978,753228,14.58,17.08,2.5,44100,25.0,10.0,1315.99,3891.53
7397,172_2b5_Pl_mc_AKGC417L.wav,11,172_2b5_Pl_mc_AKGC417L_cycle_11.wav,1722,17.22,724122,834372,16.42,18.92,2.5,44100,25.0,10.0,1315.99,3451.33
7398,172_2b5_Pr_mc_AKGC417L.wav,1,172_2b5_Pr_mc_AKGC417L_cycle_1.wav,94,0.94,6174,116424,0.14,2.64,2.5,44100,25.0,10.0,1972.99,5063.11
7399,172_2b5_Pr_mc_AKGC417L.wav,2,172_2b5_Pr_mc_AKGC417L_cycle_2.wav,214,2.14,59094,169344,1.34,3.84,2.5,44100,25.0,10.0,1972.99,3518.08
7400,172_2b5_Pr_mc_AKGC417L.wav,3,172_2b5_Pr_mc_AKGC417L_cycle_3.wav,332,3.32,111132,221382,2.52,5.02,2.5,44100,25.0,10.0,1972.99,5191.69
7401,172_2b5_Pr_mc_AKGC417L.wav,4,172_2b5_Pr_mc_AKGC417L_cycle_4.wav,433,4.33,155673,265923,3.53,6.03,2.5,44100,25.0,10.0,1972.99,2627.71
7402,172_2b5_Pr_mc_AKGC417L.wav,5,172_2b5_Pr_mc_AKGC417L_cycle_5.wav,535,5.35,200655,310905,4.55,7.05,2.5,44100,25.0,10.0,1972.99,3731.47
7403,172_2b5_Pr_mc_AKGC417L.wav,6,172_2b5_Pr_mc_AKGC417L_cycle_6.wav,680,6.8,264600,374850,6.0,8.5,2.5,44100,25.0,10.0,1972.99,3613.87
7404,172_2b5_Pr_mc_AKGC417L.wav,7,172_2b5_Pr_mc_AKGC417L_cycle_7.wav,816,8.16,324576,434826,7.36,9.86,2.5,44100,25.0,10.0,1972.99,2392.38
7405,172_2b5_Pr_mc_AKGC417L.wav,8,172_2b5_Pr_mc_AKGC417L_cycle_8.wav,960,9.6,388080,498330,8.8,11.3,2.5,44100,25.0,10.0,1972.99,3598.97
7406,172_2b5_Pr_mc_AKGC417L.wav,9,172_2b5_Pr_mc_AKGC417L_cycle_9.wav,1131,11.31,463491,573741,10.51,13.01,2.5,44100,25.0,10.0,1972.99,2947.55
7407,172_2b5_Pr_mc_AKGC417L.wav,10,172_2b5_Pr_mc_AKGC417L_cycle_10.wav,1241,12.41,512001,622251,11.61,14.11,2.5,44100,25.0,10.0,1972.99,3434.09
7408,172_2b5_Pr_mc_AKGC417L.wav,11,172_2b5_Pr_mc_AKGC417L_cycle_11.wav,1462,14.62,609462,719712,13.82,16.32,2.5,44100,25.0,10.0,1972.99,5013.62
7409,172_2b5_Pr_mc_AKGC417L.wav,12,172_2b5_Pr_mc_AKGC417L_cycle_12.wav,1619,16.19,678699,788949,15.39,17.89,2.5,44100,25.0,10.0,1972.99,3397.42
7410,172_2b5_Pr_mc_AKGC417L.wav,13,172_2b5_Pr_mc_AKGC417L_cycle_13.wav,1731,17.31,728091,838341,16.51,19.01,2.5,44100,25.0,10.0,1972.99,3951.93
7411,172_2b5_Tc_mc_AKGC417L.wav,1,172_2b5_Tc_mc_AKGC417L_cycle_1.wav,107,1.07,11907,122157,0.27,2.77,2.5,44100,25.0,10.0,505.03,636.75
7412,172_2b5_Tc_mc_AKGC417L.wav,2,172_2b5_Tc_mc_AKGC417L_cycle_2.wav,235,2.35,68355,178605,1.55,4.05,2.5,44100,25.0,10.0,505.03,1119.46
7413,172_2b5_Tc_mc_AKGC417L.wav,3,172_2b5_Tc_mc_AKGC417L_cycle_3.wav,422,4.22,150822,261072,3.42,5.92,2.5,44100,25.0,10.0,505.03,1193.22
7414,172_2b5_Tc_mc_AKGC417L.wav,4,172_2b5_Tc_mc_AKGC417L_cycle_4.wav,528,5.28,197568,307818,4.48,6.98,2.5,44100,25.0,10.0,505.03,1574.83
7415,172_2b5_Tc_mc_AKGC417L.wav,5,172_2b5_Tc_mc_AKGC417L_cycle_5.wav,639,6.39,246519,356769,5.59,8.09,2.5,44100,25.0,10.0,505.03,802.65
7416,172_2b5_Tc_mc_AKGC417L.wav,6,172_2b5_Tc_mc_AKGC417L_cycle_6.wav,770,7.7,304290,414540,6.9,9.4,2.5,44100,25.0,10.0,505.03,994.82
7417,172_2b5_Tc_mc_AKGC417L.wav,7,172_2b5_Tc_mc_AKGC417L_cycle_7.wav,884,8.84,354564,464814,8.04,10.54,2.5,44100,25.0,10.0,505.03,563.17
7418,172_2b5_Tc_mc_AKGC417L.wav,8,172_2b5_Tc_mc_AKGC417L_cycle_8.wav,996,9.96,403956,514206,9.16,11.66,2.5,44100,25.0,10.0,505.03,1489.47
7419,172_2b5_Tc_mc_AKGC417L.wav,9,172_2b5_Tc_mc_AKGC417L_cycle_9.wav,1139,11.39,467019,577269,10.59,13.09,2.5,44100,25.0,10.0,505.03,844.79
7420,172_2b5_Tc_mc_AKGC417L.wav,10,172_2b5_Tc_mc_AKGC417L_cycle_10.wav,1259,12.59,519939,630189,11.79,14.29,2.5,44100,25.0,10.0,505.03,1412.01
7421,172_2b5_Tc_mc_AKGC417L.wav,11,172_2b5_Tc_mc_AKGC417L_cycle_11.wav,1449,14.49,603729,713979,13.69,16.19,2.5,44100,25.0,10.0,505.03,1127.78
7422,172_2b5_Tc_mc_AKGC417L.wav,12,172_2b5_Tc_mc_AKGC417L_cycle_12.wav,1577,15.77,660177,770427,14.97,17.47,2.5,44100,25.0,10.0,505.03,892.57
7423,172_2b5_Tc_mc_AKGC417L.wav,13,172_2b5_Tc_mc_AKGC417L_cycle_13.wav,1703,17.03,715743,825993,16.23,18.73,2.5,44100,25.0,10.0,505.03,1188.3
7424,173_1b1_Al_sc_Meditron.wav,1,173_1b1_Al_sc_Meditron_cycle_1.wav,124,1.24,19404,129654,0.44,2.94,2.5,44100,25.0,10.0,267.85,906.92
7425,173_1b1_Al_sc_Meditron.wav,2,173_1b1_Al_sc_Meditron_cycle_2.wav,247,2.47,73647,183897,1.67,4.17,2.5,44100,25.0,10.0,267.85,714.1
7426,173_1b1_Al_sc_Meditron.wav,3,173_1b1_Al_sc_Meditron_cycle_3.wav,353,3.53,120393,230643,2.73,5.23,2.5,44100,25.0,10.0,267.85,1234.74
7427,173_1b1_Al_sc_Meditron.wav,4,173_1b1_Al_sc_Meditron_cycle_4.wav,474,4.74,173754,284004,3.94,6.44,2.5,44100,25.0,10.0,267.85,575.5
7428,173_1b1_Al_sc_Meditron.wav,5,173_1b1_Al_sc_Meditron_cycle_5.wav,587,5.87,223587,333837,5.07,7.57,2.5,44100,25.0,10.0,267.85,1304.46
7429,173_1b1_Al_sc_Meditron.wav,6,173_1b1_Al_sc_Meditron_cycle_6.wav,691,6.91,269451,379701,6.11,8.61,2.5,44100,25.0,10.0,267.85,609.3
7430,173_1b1_Al_sc_Meditron.wav,7,173_1b1_Al_sc_Meditron_cycle_7.wav,825,8.25,328545,438795,7.45,9.95,2.5,44100,25.0,10.0,267.85,990.96
7431,173_1b1_Al_sc_Meditron.wav,8,173_1b1_Al_sc_Meditron_cycle_8.wav,932,9.32,375732,485982,8.52,11.02,2.5,44100,25.0,10.0,267.85,664.76
7432,173_1b1_Al_sc_Meditron.wav,9,173_1b1_Al_sc_Meditron_cycle_9.wav,1054,10.54,429534,539784,9.74,12.24,2.5,44100,25.0,10.0,267.85,871.47
7433,173_1b1_Al_sc_Meditron.wav,10,173_1b1_Al_sc_Meditron_cycle_10.wav,1225,12.25,504945,615195,11.45,13.95,2.5,44100,25.0,10.0,267.85,975.92
7434,173_1b1_Al_sc_Meditron.wav,11,173_1b1_Al_sc_Meditron_cycle_11.wav,1430,14.3,595350,705600,13.5,16.0,2.5,44100,25.0,10.0,267.85,1247.23
7435,173_1b1_Al_sc_Meditron.wav,12,173_1b1_Al_sc_Meditron_cycle_12.wav,1593,15.93,667233,777483,15.13,17.63,2.5,44100,25.0,10.0,267.85,966.51
7436,173_1b1_Al_sc_Meditron.wav,13,173_1b1_Al_sc_Meditron_cycle_13.wav,1778,17.78,748818,859068,16.98,19.48,2.5,44100,25.0,10.0,267.85,1063.75
7437,174_1p2_Ar_mc_AKGC417L.wav,1,174_1p2_Ar_mc_AKGC417L_cycle_1.wav,179,1.79,43659,153909,0.99,3.49,2.5,44100,25.0,10.0,838.26,1502.4
7438,174_1p2_Ar_mc_AKGC417L.wav,2,174_1p2_Ar_mc_AKGC417L_cycle_2.wav,283,2.83,89523,199773,2.03,4.53,2.5,44100,25.0,10.0,838.26,2538.64
7439,174_1p2_Ar_mc_AKGC417L.wav,3,174_1p2_Ar_mc_AKGC417L_cycle_3.wav,448,4.48,162288,272538,3.68,6.18,2.5,44100,25.0,10.0,838.26,2075.22
7440,174_1p2_Ar_mc_AKGC417L.wav,4,174_1p2_Ar_mc_AKGC417L_cycle_4.wav,563,5.63,213003,323253,4.83,7.33,2.5,44100,25.0,10.0,838.26,2244.78
7441,174_1p2_Ar_mc_AKGC417L.wav,5,174_1p2_Ar_mc_AKGC417L_cycle_5.wav,665,6.65,257985,368235,5.85,8.35,2.5,44100,25.0,10.0,838.26,2885.91
7442,174_1p2_Ar_mc_AKGC417L.wav,6,174_1p2_Ar_mc_AKGC417L_cycle_6.wav,864,8.64,345744,455994,7.84,10.34,2.5,44100,25.0,10.0,838.26,1768.89
7443,174_1p2_Ar_mc_AKGC417L.wav,7,174_1p2_Ar_mc_AKGC417L_cycle_7.wav,978,9.78,396018,506268,8.98,11.48,2.5,44100,25.0,10.0,838.26,1665.44
7444,174_1p2_Ar_mc_AKGC417L.wav,8,174_1p2_Ar_mc_AKGC417L_cycle_8.wav,1089,10.89,444969,555219,10.09,12.59,2.5,44100,25.0,10.0,838.26,2147.83
7445,174_1p2_Ar_mc_AKGC417L.wav,9,174_1p2_Ar_mc_AKGC417L_cycle_9.wav,1249,12.49,515529,625779,11.69,14.19,2.5,44100,25.0,10.0,838.26,2194.33
7446,174_1p2_Ar_mc_AKGC417L.wav,10,174_1p2_Ar_mc_AKGC417L_cycle_10.wav,1362,13.62,565362,675612,12.82,15.32,2.5,44100,25.0,10.0,838.26,1338.19
7447,174_1p2_Ar_mc_AKGC417L.wav,11,174_1p2_Ar_mc_AKGC417L_cycle_11.wav,1467,14.67,611667,721917,13.87,16.37,2.5,44100,25.0,10.0,838.26,2600.37
7448,174_1p2_Ar_mc_AKGC417L.wav,12,174_1p2_Ar_mc_AKGC417L_cycle_12.wav,1588,15.88,665028,775278,15.08,17.58,2.5,44100,25.0,10.0,838.26,1148.51
7449,174_1p2_Ar_mc_AKGC417L.wav,13,174_1p2_Ar_mc_AKGC417L_cycle_13.wav,1703,17.03,715743,825993,16.23,18.73,2.5,44100,25.0,10.0,838.26,1665.63
7450,174_1p2_Ar_mc_AKGC417L.wav,14,174_1p2_Ar_mc_AKGC417L_cycle_14.wav,1808,18.08,762048,872298,17.28,19.78,2.5,44100,25.0,10.0,838.26,897.35
7451,174_1p2_Ll_mc_AKGC417L.wav,1,174_1p2_Ll_mc_AKGC417L_cycle_1.wav,225,2.25,63945,174195,1.45,3.95,2.5,44100,25.0,10.0,2734.67,4950.3
7452,174_1p2_Ll_mc_AKGC417L.wav,2,174_1p2_Ll_mc_AKGC417L_cycle_2.wav,336,3.36,112896,223146,2.56,5.06,2.5,44100,25.0,10.0,2734.67,3317.32
7453,174_1p2_Ll_mc_AKGC417L.wav,3,174_1p2_Ll_mc_AKGC417L_cycle_3.wav,436,4.36,156996,267246,3.56,6.06,2.5,44100,25.0,10.0,2734.67,4498.65
7454,174_1p2_Ll_mc_AKGC417L.wav,4,174_1p2_Ll_mc_AKGC417L_cycle_4.wav,590,5.9,224910,335160,5.1,7.6,2.5,44100,25.0,10.0,2734.67,5326.78
