cycle_id,recording,cycle_in_recording,cycle_filename,peak_frame,peak_time_s,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,frame_ms,hop_ms,slope_threshold,peak_slope_value
7824,174_1p4_Ll_mc_AKGC417L.wav,2,174_1p4_Ll_mc_AKGC417L_slope_cycle_2.wav,266,2.66,82026,192276,1.86,4.36,2.5,44100,25.0,10.0,537.48,1249.01
7825,174_1p4_Ll_mc_AKGC417L.wav,3,174_1p4_Ll_mc_AKGC417L_slope_cycle_3.wav,387,3.87,135387,245637,3.07,5.57,2.5,44100,25.0,10.0,537.48,2789.67
7826,174_1p4_Ll_mc_AKGC417L.wav,4,174_1p4_Ll_mc_AKGC417L_slope_cycle_4.wav,510,5.1,189630,299880,4.3,6.8,2.5,44100,25.0,10.0,537.48,2657.3
7827,174_1p4_Ll_mc_AKGC417L.wav,5,174_1p4_Ll_mc_AKGC417L_slope_cycle_5.wav,631,6.31,242991,353241,5.51,8.01,2.5,44100,25.0,10.0,537.48,2291.64
7828,174_1p4_Ll_mc_AKGC417L.wav,6,174_1p4_Ll_mc_AKGC417L_slope_cycle_6.wav,801,8.01,317961,428211,7.21,9.71,2.5,44100,25.0,10.0,537.48,2535.65
7829,174_1p4_Ll_mc_AKGC417L.wav,7,174_1p4_Ll_mc_AKGC417L_slope_cycle_7.wav,983,9.83,398223,508473,9.03,11.53,2.5,44100,25.0,10.0,537.48,2471.06
7830,174_1p4_Ll_mc_AKGC417L.wav,8,174_1p4_Ll_mc_AKGC417L_slope_cycle_8.wav,1124,11.24,460404,570654,10.44,12.94,2.5,44100,25.0,10.0,537.48,2243.89
7831,174_1p4_Ll_mc_AKGC417L.wav,9,174_1p4_Ll_mc_AKGC417L_slope_cycle_9.wav,1320,13.2,546840,657090,12.4,14.9,2.5,44100,25.0,10.0,537.48,2454.22
7832,174_1p4_Ll_mc_AKGC417L.wav,10,174_1p4_Ll_mc_AKGC417L_slope_cycle_10.wav,1449,14.49,603729,713979,13.69,16.19,2.5,44100,25.0,10.0,537.48,1872.66
7833,174_1p4_Ll_mc_AKGC417L.wav,11,174_1p4_Ll_mc_AKGC417L_slope_cycle_11.wav,1623,16.23,680463,790713,15.43,17.93,2.5,44100,25.0,10.0,537.48,2063.21
7834,174_1p4_Ll_mc_AKGC417L.wav,12,174_1p4_Ll_mc_AKGC417L_slope_cycle_12.wav,1749,17.49,736029,846279,16.69,19.19,2.5,44100,25.0,10.0,537.48,3140.89
7835,174_1p4_Lr_mc_AKGC417L.wav,1,174_1p4_Lr_mc_AKGC417L_slope_cycle_1.wav,123,1.23,18963,129213,0.43,2.93,2.5,44100,25.0,10.0,458.68,2652.09
7836,174_1p4_Lr_mc_AKGC417L.wav,2,174_1p4_Lr_mc_AKGC417L_slope_cycle_2.wav,323,3.23,107163,217413,2.43,4.93,2.5,44100,25.0,10.0,458.68,2661.43
7837,174_1p4_Lr_mc_AKGC417L.wav,3,174_1p4_Lr_mc_AKGC417L_slope_cycle_3.wav,461,4.61,168021,278271,3.81,6.31,2.5,44100,25.0,10.0,458.68,1632.65
7838,174_1p4_Lr_mc_AKGC417L.wav,4,174_1p4_Lr_mc_AKGC417L_slope_cycle_4.wav,567,5.67,214767,325017,4.87,7.37,2.5,44100,25.0,10.0,458.68,2504.7
7839,174_1p4_Lr_mc_AKGC417L.wav,5,174_1p4_Lr_mc_AKGC417L_slope_cycle_5.wav,708,7.08,276948,387198,6.28,8.78,2.5,44100,25.0,10.0,458.68,1787.52
7840,174_1p4_Lr_mc_AKGC417L.wav,6,174_1p4_Lr_mc_AKGC417L_slope_cycle_6.wav,884,8.84,354564,464814,8.04,10.54,2.5,44100,25.0,10.0,458.68,2821.54
7841,174_1p4_Lr_mc_AKGC417L.wav,7,174_1p4_Lr_mc_AKGC417L_slope_cycle_7.wav,987,9.87,399987,510237,9.07,11.57,2.5,44100,25.0,10.0,458.68,1725.86
7842,174_1p4_Lr_mc_AKGC417L.wav,8,174_1p4_Lr_mc_AKGC417L_slope_cycle_8.wav,1103,11.03,451143,561393,10.23,12.73,2.5,44100,25.0,10.0,458.68,2511.74
7843,174_1p4_Lr_mc_AKGC417L.wav,9,174_1p4_Lr_mc_AKGC417L_slope_cycle_9.wav,1218,12.18,501858,612108,11.38,13.88,2.5,44100,25.0,10.0,458.68,2119.49
7844,174_1p4_Lr_mc_AKGC417L.wav,10,174_1p4_Lr_mc_AKGC417L_slope_cycle_10.wav,1323,13.23,548163,658413,12.43,14.93,2.5,44100,25.0,10.0,458.68,2910.75
7845,174_1p4_Lr_mc_AKGC417L.wav,11,174_1p4_Lr_mc_AKGC417L_slope_cycle_11.wav,1482,14.82,618282,728532,14.02,16.52,2.5,44100,25.0,10.0,458.68,2201.98
7846,174_1p4_Lr_mc_AKGC417L.wav,12,174_1p4_Lr_mc_AKGC417L_slope_cycle_12.wav,1643,16.43,689283,799533,15.63,18.13,2.5,44100,25.0,10.0,458.68,2115.14
7847,174_1p4_Lr_mc_AKGC417L.wav,13,174_1p4_Lr_mc_AKGC417L_slope_cycle_13.wav,1785,17.85,751905,862155,17.05,19.55,2.5,44100,25.0,10.0,458.68,2194.24
7848,174_1p4_Pl_mc_AKGC417L.wav,1,174_1p4_Pl_mc_AKGC417L_slope_cycle_1.wav,136,1.36,24696,134946,0.56,3.06,2.5,44100,25.0,10.0,368.65,2494.04
7849,174_1p4_Pl_mc_AKGC417L.wav,2,174_1p4_Pl_mc_AKGC417L_slope_cycle_2.wav,328,3.28,109368,219618,2.48,4.98,2.5,44100,25.0,10.0,368.65,1940.37
7850,174_1p4_Pl_mc_AKGC417L.wav,3,174_1p4_Pl_mc_AKGC417L_slope_cycle_3.wav,469,4.69,171549,281799,3.89,6.39,2.5,44100,25.0,10.0,368.65,2365.59
7851,174_1p4_Pl_mc_AKGC417L.wav,4,174_1p4_Pl_mc_AKGC417L_slope_cycle_4.wav,599,5.99,228879,339129,5.19,7.69,2.5,44100,25.0,10.0,368.65,2384.37
7852,174_1p4_Pl_mc_AKGC417L.wav,5,174_1p4_Pl_mc_AKGC417L_slope_cycle_5.wav,789,7.89,312669,422919,7.09,9.59,2.5,44100,25.0,10.0,368.65,1697.86
7853,174_1p4_Pl_mc_AKGC417L.wav,6,174_1p4_Pl_mc_AKGC417L_slope_cycle_6.wav,896,8.96,359856,470106,8.16,10.66,2.5,44100,25.0,10.0,368.65,2066.09
7854,174_1p4_Pl_mc_AKGC417L.wav,7,174_1p4_Pl_mc_AKGC417L_slope_cycle_7.wav,1077,10.77,439677,549927,9.97,12.47,2.5,44100,25.0,10.0,368.65,2426.25
7855,174_1p4_Pl_mc_AKGC417L.wav,8,174_1p4_Pl_mc_AKGC417L_slope_cycle_8.wav,1239,12.39,511119,621369,11.59,14.09,2.5,44100,25.0,10.0,368.65,2574.84
7856,174_1p4_Pl_mc_AKGC417L.wav,9,174_1p4_Pl_mc_AKGC417L_slope_cycle_9.wav,1403,14.03,583443,693693,13.23,15.73,2.5,44100,25.0,10.0,368.65,1701.48
7857,174_1p4_Pl_mc_AKGC417L.wav,10,174_1p4_Pl_mc_AKGC417L_slope_cycle_10.wav,1606,16.06,672966,783216,15.26,17.76,2.5,44100,25.0,10.0,368.65,2108.43
7858,174_1p4_Pl_mc_AKGC417L.wav,11,174_1p4_Pl_mc_AKGC417L_slope_cycle_11.wav,1763,17.63,742203,852453,16.83,19.33,2.5,44100,25.0,10.0,368.65,1842.88
7859,174_1p4_Pr_mc_AKGC417L.wav,1,174_1p4_Pr_mc_AKGC417L_slope_cycle_1.wav,163,1.63,36603,146853,0.83,3.33,2.5,44100,25.0,10.0,371.03,1825.77
7860,174_1p4_Pr_mc_AKGC417L.wav,2,174_1p4_Pr_mc_AKGC417L_slope_cycle_2.wav,290,2.9,92610,202860,2.1,4.6,2.5,44100,25.0,10.0,371.03,1549.82
7861,174_1p4_Pr_mc_AKGC417L.wav,3,174_1p4_Pr_mc_AKGC417L_slope_cycle_3.wav,390,3.9,136710,246960,3.1,5.6,2.5,44100,25.0,10.0,371.03,2713.88
7862,174_1p4_Pr_mc_AKGC417L.wav,4,174_1p4_Pr_mc_AKGC417L_slope_cycle_4.wav,534,5.34,200214,310464,4.54,7.04,2.5,44100,25.0,10.0,371.03,1791.2
7863,174_1p4_Pr_mc_AKGC417L.wav,5,174_1p4_Pr_mc_AKGC417L_slope_cycle_5.wav,684,6.84,266364,376614,6.04,8.54,2.5,44100,25.0,10.0,371.03,1119.24
7864,174_1p4_Pr_mc_AKGC417L.wav,6,174_1p4_Pr_mc_AKGC417L_slope_cycle_6.wav,832,8.32,331632,441882,7.52,10.02,2.5,44100,25.0,10.0,371.03,1945.31
7865,174_1p4_Pr_mc_AKGC417L.wav,7,174_1p4_Pr_mc_AKGC417L_slope_cycle_7.wav,977,9.77,395577,505827,8.97,11.47,2.5,44100,25.0,10.0,371.03,2290.62
7866,174_1p4_Pr_mc_AKGC417L.wav,8,174_1p4_Pr_mc_AKGC417L_slope_cycle_8.wav,1079,10.79,440559,550809,9.99,12.49,2.5,44100,25.0,10.0,371.03,1360.73
7867,174_1p4_Pr_mc_AKGC417L.wav,9,174_1p4_Pr_mc_AKGC417L_slope_cycle_9.wav,1204,12.04,495684,605934,11.24,13.74,2.5,44100,25.0,10.0,371.03,2474.22
7868,174_1p4_Pr_mc_AKGC417L.wav,10,174_1p4_Pr_mc_AKGC417L_slope_cycle_10.wav,1380,13.8,573300,683550,13.0,15.5,2.5,44100,25.0,10.0,371.03,2287.47
7869,174_1p4_Pr_mc_AKGC417L.wav,11,174_1p4_Pr_mc_AKGC417L_slope_cycle_11.wav,1513,15.13,631953,742203,14.33,16.83,2.5,44100,25.0,10.0,371.03,1562.16
7870,174_1p4_Pr_mc_AKGC417L.wav,12,174_1p4_Pr_mc_AKGC417L_slope_cycle_12.wav,1642,16.42,688842,799092,15.62,18.12,2.5,44100,25.0,10.0,371.03,3874.46
7871,174_1p4_Pr_mc_AKGC417L.wav,13,174_1p4_Pr_mc_AKGC417L_slope_cycle_13.wav,1830,18.3,771750,882000,17.5,20.0,2.5,44100,25.0,10.0,371.03,2990.02
7872,174_1p4_Tc_mc_AKGC417L.wav,1,174_1p4_Tc_mc_AKGC417L_slope_cycle_1.wav,201,2.01,53361,163611,1.21,3.71,2.5,44100,25.0,10.0,156.22,695.16
7873,174_1p4_Tc_mc_AKGC417L.wav,2,174_1p4_Tc_mc_AKGC417L_slope_cycle_2.wav,304,3.04,98784,209034,2.24,4.74,2.5,44100,25.0,10.0,156.22,432.96
7874,174_1p4_Tc_mc_AKGC417L.wav,3,174_1p4_Tc_mc_AKGC417L_slope_cycle_3.wav,481,4.81,176841,287091,4.01,6.51,2.5,44100,25.0,10.0,156.22,542.36
7875,174_1p4_Tc_mc_AKGC417L.wav,4,174_1p4_Tc_mc_AKGC417L_slope_cycle_4.wav,585,5.85,222705,332955,5.05,7.55,2.5,44100,25.0,10.0,156.22,1925.29
7876,174_1p4_Tc_mc_AKGC417L.wav,5,174_1p4_Tc_mc_AKGC417L_slope_cycle_5.wav,688,6.88,268128,378378,6.08,8.58,2.5,44100,25.0,10.0,156.22,453.54
7877,174_1p4_Tc_mc_AKGC417L.wav,6,174_1p4_Tc_mc_AKGC417L_slope_cycle_6.wav,836,8.36,333396,443646,7.56,10.06,2.5,44100,25.0,10.0,156.22,868.24
7878,174_1p4_Tc_mc_AKGC417L.wav,7,174_1p4_Tc_mc_AKGC417L_slope_cycle_7.wav,941,9.41,379701,489951,8.61,11.11,2.5,44100,25.0,10.0,156.22,2269.5
7879,174_1p4_Tc_mc_AKGC417L.wav,8,174_1p4_Tc_mc_AKGC417L_slope_cycle_8.wav,1079,10.79,440559,550809,9.99,12.49,2.5,44100,25.0,10.0,156.22,492.32
7880,174_1p4_Tc_mc_AKGC417L.wav,9,174_1p4_Tc_mc_AKGC417L_slope_cycle_9.wav,1256,12.56,518616,628866,11.76,14.26,2.5,44100,25.0,10.0,156.22,1263.48
7881,174_1p4_Tc_mc_AKGC417L.wav,10,174_1p4_Tc_mc_AKGC417L_slope_cycle_10.wav,1365,13.65,566685,676935,12.85,15.35,2.5,44100,25.0,10.0,156.22,2698.48
7882,174_1p4_Tc_mc_AKGC417L.wav,11,174_1p4_Tc_mc_AKGC417L_slope_cycle_11.wav,1542,15.42,644742,754992,14.62,17.12,2.5,44100,25.0,10.0,156.22,558.59
7883,174_1p4_Tc_mc_AKGC417L.wav,12,174_1p4_Tc_mc_AKGC417L_slope_cycle_12.wav,1664,16.64,698544,808794,15.84,18.34,2.5,44100,25.0,10.0,156.22,1302.82
7884,174_1p4_Tc_mc_AKGC417L.wav,13,174_1p4_Tc_mc_AKGC417L_slope_cycle_13.wav,1776,17.76,747936,858186,16.96,19.46,2.5,44100,25.0,10.0,156.22,2766.42
7885,174_2p3_Al_mc_AKGC417L.wav,1,174_2p3_Al_mc_AKGC417L_slope_cycle_1.wav,129,1.29,21609,131859,0.49,2.99,2.5,44100,25.0,10.0,200.26,1037.65
7886,174_2p3_Al_mc_AKGC417L.wav,2,174_2p3_Al_mc_AKGC417L_slope_cycle_2.wav,265,2.65,81585,191835,1.85,4.35,2.5,44100,25.0,10.0,200.26,2268.06
7887,174_2p3_Al_mc_AKGC417L.wav,3,174_2p3_Al_mc_AKGC417L_slope_cycle_3.wav,403,4.03,142443,252693,3.23,5.73,2.5,44100,25.0,10.0,200.26,1718.21
7888,174_2p3_Al_mc_AKGC417L.wav,4,174_2p3_Al_mc_AKGC417L_slope_cycle_4.wav,602,6.02,230202,340452,5.22,7.72,2.5,44100,25.0,10.0,200.26,1835.86
7889,174_2p3_Al_mc_AKGC417L.wav,5,174_2p3_Al_mc_AKGC417L_slope_cycle_5.wav,778,7.78,307818,418068,6.98,9.48,2.5,44100,25.0,10.0,200.26,997.13
7890,174_2p3_Al_mc_AKGC417L.wav,6,174_2p3_Al_mc_AKGC417L_slope_cycle_6.wav,961,9.61,388521,498771,8.81,11.31,2.5,44100,25.0,10.0,200.26,1378.31
7891,174_2p3_Al_mc_AKGC417L.wav,7,174_2p3_Al_mc_AKGC417L_slope_cycle_7.wav,1100,11.0,449820,560070,10.2,12.7,2.5,44100,25.0,10.0,200.26,1057.59
7892,174_2p3_Al_mc_AKGC417L.wav,8,174_2p3_Al_mc_AKGC417L_slope_cycle_8.wav,1233,12.33,508473,618723,11.53,14.03,2.5,44100,25.0,10.0,200.26,1009.21
7893,174_2p3_Al_mc_AKGC417L.wav,9,174_2p3_Al_mc_AKGC417L_slope_cycle_9.wav,1346,13.46,558306,668556,12.66,15.16,2.5,44100,25.0,10.0,200.26,1281.06
7894,174_2p3_Al_mc_AKGC417L.wav,10,174_2p3_Al_mc_AKGC417L_slope_cycle_10.wav,1481,14.81,617841,728091,14.01,16.51,2.5,44100,25.0,10.0,200.26,1455.89
7895,174_2p3_Al_mc_AKGC417L.wav,11,174_2p3_Al_mc_AKGC417L_slope_cycle_11.wav,1601,16.01,670761,781011,15.21,17.71,2.5,44100,25.0,10.0,200.26,779.2
7896,174_2p3_Al_mc_AKGC417L.wav,12,174_2p3_Al_mc_AKGC417L_slope_cycle_12.wav,1785,17.85,751905,862155,17.05,19.55,2.5,44100,25.0,10.0,200.26,1125.44
7897,174_2p3_Ar_mc_AKGC417L.wav,1,174_2p3_Ar_mc_AKGC417L_slope_cycle_1.wav,147,1.47,29547,139797,0.67,3.17,2.5,44100,25.0,10.0,440.82,1102.53
7898,174_2p3_Ar_mc_AKGC417L.wav,2,174_2p3_Ar_mc_AKGC417L_slope_cycle_2.wav,248,2.48,74088,184338,1.68,4.18,2.5,44100,25.0,10.0,440.82,2866.95
7899,174_2p3_Ar_mc_AKGC417L.wav,3,174_2p3_Ar_mc_AKGC417L_slope_cycle_3.wav,386,3.86,134946,245196,3.06,5.56,2.5,44100,25.0,10.0,440.82,2112.15
7900,174_2p3_Ar_mc_AKGC417L.wav,4,174_2p3_Ar_mc_AKGC417L_slope_cycle_4.wav,499,4.99,184779,295029,4.19,6.69,2.5,44100,25.0,10.0,440.82,1820.77
7901,174_2p3_Ar_mc_AKGC417L.wav,5,174_2p3_Ar_mc_AKGC417L_slope_cycle_5.wav,616,6.16,236376,346626,5.36,7.86,2.5,44100,25.0,10.0,440.82,2108.61
7902,174_2p3_Ar_mc_AKGC417L.wav,6,174_2p3_Ar_mc_AKGC417L_slope_cycle_6.wav,809,8.09,321489,431739,7.29,9.79,2.5,44100,25.0,10.0,440.82,1642.16
7903,174_2p3_Ar_mc_AKGC417L.wav,7,174_2p3_Ar_mc_AKGC417L_slope_cycle_7.wav,947,9.47,382347,492597,8.67,11.17,2.5,44100,25.0,10.0,440.82,1810.59
7904,174_2p3_Ar_mc_AKGC417L.wav,8,174_2p3_Ar_mc_AKGC417L_slope_cycle_8.wav,1078,10.78,440118,550368,9.98,12.48,2.5,44100,25.0,10.0,440.82,2345.48
7905,174_2p3_Ar_mc_AKGC417L.wav,9,174_2p3_Ar_mc_AKGC417L_slope_cycle_9.wav,1203,12.03,495243,605493,11.23,13.73,2.5,44100,25.0,10.0,440.82,1372.87
7906,174_2p3_Ar_mc_AKGC417L.wav,10,174_2p3_Ar_mc_AKGC417L_slope_cycle_10.wav,1316,13.16,545076,655326,12.36,14.86,2.5,44100,25.0,10.0,440.82,2153.55
7907,174_2p3_Ar_mc_AKGC417L.wav,11,174_2p3_Ar_mc_AKGC417L_slope_cycle_11.wav,1468,14.68,612108,722358,13.88,16.38,2.5,44100,25.0,10.0,440.82,2647.33
7908,174_2p3_Ar_mc_AKGC417L.wav,12,174_2p3_Ar_mc_AKGC417L_slope_cycle_12.wav,1569,15.69,656649,766899,14.89,17.39,2.5,44100,25.0,10.0,440.82,1427.58
7909,174_2p3_Ar_mc_AKGC417L.wav,13,174_2p3_Ar_mc_AKGC417L_slope_cycle_13.wav,1729,17.29,727209,837459,16.49,18.99,2.5,44100,25.0,10.0,440.82,1979.11
7910,174_2p3_Pl_mc_AKGC417L.wav,1,174_2p3_Pl_mc_AKGC417L_slope_cycle_1.wav,107,1.07,11907,122157,0.27,2.77,2.5,44100,25.0,10.0,393.53,661.36
7911,174_2p3_Pl_mc_AKGC417L.wav,2,174_2p3_Pl_mc_AKGC417L_slope_cycle_2.wav,210,2.1,57330,167580,1.3,3.8,2.5,44100,25.0,10.0,393.53,1899.51
7912,174_2p3_Pl_mc_AKGC417L.wav,3,174_2p3_Pl_mc_AKGC417L_slope_cycle_3.wav,318,3.18,104958,215208,2.38,4.88,2.5,44100,25.0,10.0,393.53,1476.54
7913,174_2p3_Pl_mc_AKGC417L.wav,4,174_2p3_Pl_mc_AKGC417L_slope_cycle_4.wav,436,4.36,156996,267246,3.56,6.06,2.5,44100,25.0,10.0,393.53,1796.6
7914,174_2p3_Pl_mc_AKGC417L.wav,5,174_2p3_Pl_mc_AKGC417L_slope_cycle_5.wav,546,5.46,205506,315756,4.66,7.16,2.5,44100,25.0,10.0,393.53,2044.43
7915,174_2p3_Pl_mc_AKGC417L.wav,6,174_2p3_Pl_mc_AKGC417L_slope_cycle_6.wav,663,6.63,257103,367353,5.83,8.33,2.5,44100,25.0,10.0,393.53,2762.75
7916,174_2p3_Pl_mc_AKGC417L.wav,7,174_2p3_Pl_mc_AKGC417L_slope_cycle_7.wav,858,8.58,343098,453348,7.78,10.28,2.5,44100,25.0,10.0,393.53,2444.97
7917,174_2p3_Pl_mc_AKGC417L.wav,8,174_2p3_Pl_mc_AKGC417L_slope_cycle_8.wav,1014,10.14,411894,522144,9.34,11.84,2.5,44100,25.0,10.0,393.53,1735.56
7918,174_2p3_Pl_mc_AKGC417L.wav,9,174_2p3_Pl_mc_AKGC417L_slope_cycle_9.wav,1167,11.67,479367,589617,10.87,13.37,2.5,44100,25.0,10.0,393.53,1911.71
7919,174_2p3_Pl_mc_AKGC417L.wav,10,174_2p3_Pl_mc_AKGC417L_slope_cycle_10.wav,1281,12.81,529641,639891,12.01,14.51,2.5,44100,25.0,10.0,393.53,1696.84
7920,174_2p3_Pl_mc_AKGC417L.wav,11,174_2p3_Pl_mc_AKGC417L_slope_cycle_11.wav,1436,14.36,597996,708246,13.56,16.06,2.5,44100,25.0,10.0,393.53,2108.06
7921,174_2p3_Pl_mc_AKGC417L.wav,12,174_2p3_Pl_mc_AKGC417L_slope_cycle_12.wav,1553,15.53,649593,759843,14.73,17.23,2.5,44100,25.0,10.0,393.53,1742.56
7922,174_2p3_Pl_mc_AKGC417L.wav,13,174_2p3_Pl_mc_AKGC417L_slope_cycle_13.wav,1659,16.59,696339,806589,15.79,18.29,2.5,44100,25.0,10.0,393.53,1358.78
7923,174_2p3_Pl_mc_AKGC417L.wav,14,174_2p3_Pl_mc_AKGC417L_slope_cycle_14.wav,1807,18.07,761607,871857,17.27,19.77,2.5,44100,25.0,10.0,393.53,2619.43
7924,174_2p3_Pr_mc_AKGC417L.wav,1,174_2p3_Pr_mc_AKGC417L_slope_cycle_1.wav,111,1.11,13671,123921,0.31,2.81,2.5,44100,25.0,10.0,358.8,853.21
7925,174_2p3_Pr_mc_AKGC417L.wav,2,174_2p3_Pr_mc_AKGC417L_slope_cycle_2.wav,214,2.14,59094,169344,1.34,3.84,2.5,44100,25.0,10.0,358.8,1821.94
7926,174_2p3_Pr_mc_AKGC417L.wav,3,174_2p3_Pr_mc_AKGC417L_slope_cycle_3.wav,413,4.13,146853,257103,3.33,5.83,2.5,44100,25.0,10.0,358.8,1985.38
7927,174_2p3_Pr_mc_AKGC417L.wav,4,174_2p3_Pr_mc_AKGC417L_slope_cycle_4.wav,522,5.22,194922,305172,4.42,6.92,2.5,44100,25.0,10.0,358.8,1953.25
7928,174_2p3_Pr_mc_AKGC417L.wav,5,174_2p3_Pr_mc_AKGC417L_slope_cycle_5.wav,651,6.51,251811,362061,5.71,8.21,2.5,44100,25.0,10.0,358.8,1944.72
7929,174_2p3_Pr_mc_AKGC417L.wav,6,174_2p3_Pr_mc_AKGC417L_slope_cycle_6.wav,799,7.99,317079,427329,7.19,9.69,2.5,44100,25.0,10.0,358.8,1715.74
7930,174_2p3_Pr_mc_AKGC417L.wav,7,174_2p3_Pr_mc_AKGC417L_slope_cycle_7.wav,957,9.57,386757,497007,8.77,11.27,2.5,44100,25.0,10.0,358.8,2145.32
7931,174_2p3_Pr_mc_AKGC417L.wav,8,174_2p3_Pr_mc_AKGC417L_slope_cycle_8.wav,1139,11.39,467019,577269,10.59,13.09,2.5,44100,25.0,10.0,358.8,1415.96
7932,174_2p3_Pr_mc_AKGC417L.wav,9,174_2p3_Pr_mc_AKGC417L_slope_cycle_9.wav,1269,12.69,524349,634599,11.89,14.39,2.5,44100,25.0,10.0,358.8,2603.3
7933,174_2p3_Pr_mc_AKGC417L.wav,10,174_2p3_Pr_mc_AKGC417L_slope_cycle_10.wav,1374,13.74,570654,680904,12.94,15.44,2.5,44100,25.0,10.0,358.8,1433.61
7934,174_2p3_Pr_mc_AKGC417L.wav,11,174_2p3_Pr_mc_AKGC417L_slope_cycle_11.wav,1496,14.96,624456,734706,14.16,16.66,2.5,44100,25.0,10.0,358.8,3236.52
7935,174_2p3_Pr_mc_AKGC417L.wav,12,174_2p3_Pr_mc_AKGC417L_slope_cycle_12.wav,1691,16.91,710451,820701,16.11,18.61,2.5,44100,25.0,10.0,358.8,1295.68
7936,174_2p3_Pr_mc_AKGC417L.wav,13,174_2p3_Pr_mc_AKGC417L_slope_cycle_13.wav,1799,17.99,758079,868329,17.19,19.69,2.5,44100,25.0,10.0,358.8,3326.0
7937,174_2p3_Tc_mc_AKGC417L.wav,1,174_2p3_Tc_mc_AKGC417L_slope_cycle_1.wav,157,1.57,33957,144207,0.77,3.27,2.5,44100,25.0,10.0,104.95,603.54
7938,174_2p3_Tc_mc_AKGC417L.wav,2,174_2p3_Tc_mc_AKGC417L_slope_cycle_2.wav,272,2.72,84672,194922,1.92,4.42,2.5,44100,25.0,10.0,104.95,239.28
7939,174_2p3_Tc_mc_AKGC417L.wav,3,174_2p3_Tc_mc_AKGC417L_slope_cycle_3.wav,374,3.74,129654,239904,2.94,5.44,2.5,44100,25.0,10.0,104.95,416.75
7940,174_2p3_Tc_mc_AKGC417L.wav,4,174_2p3_Tc_mc_AKGC417L_slope_cycle_4.wav,508,5.08,188748,298998,4.28,6.78,2.5,44100,25.0,10.0,104.95,386.54
7941,174_2p3_Tc_mc_AKGC417L.wav,5,174_2p3_Tc_mc_AKGC417L_slope_cycle_5.wav,667,6.67,258867,369117,5.87,8.37,2.5,44100,25.0,10.0,104.95,988.71
7942,174_2p3_Tc_mc_AKGC417L.wav,6,174_2p3_Tc_mc_AKGC417L_slope_cycle_6.wav,826,8.26,328986,439236,7.46,9.96,2.5,44100,25.0,10.0,104.95,614.64
7943,174_2p3_Tc_mc_AKGC417L.wav,7,174_2p3_Tc_mc_AKGC417L_slope_cycle_7.wav,928,9.28,373968,484218,8.48,10.98,2.5,44100,25.0,10.0,104.95,444.28
7944,174_2p3_Tc_mc_AKGC417L.wav,8,174_2p3_Tc_mc_AKGC417L_slope_cycle_8.wav,1034,10.34,420714,530964,9.54,12.04,2.5,44100,25.0,10.0,104.95,1024.54
7945,174_2p3_Tc_mc_AKGC417L.wav,9,174_2p3_Tc_mc_AKGC417L_slope_cycle_9.wav,1137,11.37,466137,576387,10.57,13.07,2.5,44100,25.0,10.0,104.95,211.83
7946,174_2p3_Tc_mc_AKGC417L.wav,10,174_2p3_Tc_mc_AKGC417L_slope_cycle_10.wav,1243,12.43,512883,623133,11.63,14.13,2.5,44100,25.0,10.0,104.95,1052.37
7947,174_2p3_Tc_mc_AKGC417L.wav,11,174_2p3_Tc_mc_AKGC417L_slope_cycle_11.wav,1393,13.93,579033,689283,13.13,15.63,2.5,44100,25.0,10.0,104.95,544.56
7948,174_2p3_Tc_mc_AKGC417L.wav,12,174_2p3_Tc_mc_AKGC417L_slope_cycle_12.wav,1512,15.12,631512,741762,14.32,16.82,2.5,44100,25.0,10.0,104.95,995.19
7949,174_2p3_Tc_mc_AKGC417L.wav,13,174_2p3_Tc_mc_AKGC417L_slope_cycle_13.wav,1645,16.45,690165,800415,15.65,18.15,2.5,44100,25.0,10.0,104.95,483.61
7950,174_2p3_Tc_mc_AKGC417L.wav,14,174_2p3_Tc_mc_AKGC417L_slope_cycle_14.wav,1779,17.79,749259,859509,16.99,19.49,2.5,44100,25.0,10.0,104.95,491.79
7951,175_1b1_Al_sc_Litt3200.wav,1,175_1b1_Al_sc_Litt3200_slope_cycle_1.wav,151,1.51,2840,12840,0.71,3.21,2.5,4000,25.0,10.0,22.72,362.56
7952,175_1b1_Al_sc_Litt3200.wav,2,175_1b1_Al_sc_Litt3200_slope_cycle_2.wav,267,2.67,7480,17480,1.87,4.37,2.5,4000,25.0,10.0,22.72,136.66
7953,175_1b1_Al_sc_Litt3200.wav,3,175_1b1_Al_sc_Litt3200_slope_cycle_3.wav,413,4.13,13320,23320,3.33,5.83,2.5,4000,25.0,10.0,22.72,189.04
7954,175_1b1_Al_sc_Litt3200.wav,4,175_1b1_Al_sc_Litt3200_slope_cycle_4.wav,531,5.31,18040,28040,4.51,7.01,2.5,4000,25.0,10.0,22.72,150.32
7955,175_1b1_Al_sc_Litt3200.wav,5,175_1b1_Al_sc_Litt3200_slope_cycle_5.wav,669,6.69,23560,33560,5.89,8.39,2.5,4000,25.0,10.0,22.72,189.37
7956,175_1b1_Al_sc_Litt3200.wav,6,175_1b1_Al_sc_Litt3200_slope_cycle_6.wav,790,7.9,28400,38400,7.1,9.6,2.5,4000,25.0,10.0,22.72,182.97
